Postcode,latitude,longitude
PO31 7LL,50.755164,-1.303548
PO32 6FH,50.757359,-1.275615
PO11 9TX,50.788071,-0.965604
BN17 7PS,50.828081,-0.544272
BN16 4JL,50.832546,-0.487387
BN13 2LG,50.840012,-0.403092
BN41 2RW,50.855315,-0.234349
BN3 8EX,50.85787,-0.206687
BN1 8QD,50.862845,-0.149726
BN7 1NL,50.875732,-0.0098
BN7 2FN,50.877796,0.019471
BN27 4DY,50.897561,0.245638
TN33 0JA,50.916144,0.470546
TR5 0RY,50.318426,-5.203456
TR5 0XY,50.322063,-5.175851
PL26 7YP,50.363406,-4.873208
PL14 4RR,50.413575,-4.48724
PL20 7LT,50.451038,-4.181113
PL6 7BN,50.459026,-4.125038
TQ12 6BX,50.519553,-3.626011
TQ12 1DF,50.522695,-3.599145
TQ14 0HQ,50.532406,-3.514543
BH20 6EL,50.677631,-2.232282
BH20 6BA,50.683738,-2.175085
BH13 7DQ,50.710797,-1.923723
BH4 8AE,50.713185,-1.895519
BH6 3PJ,50.721751,-1.812784
BH6 4JF,50.724677,-1.783687
BH25 7QL,50.736978,-1.671653
SO41 0EX,50.745058,-1.588016
SO41 8DN,50.747723,-1.559347
SO41 3QJ,50.751198,-1.532685
PO12 2QU,50.787105,-1.166206
PO12 2HL,50.788849,-1.13895
PO5 4PT,50.795149,-1.083002
PO4 8QQ,50.797813,-1.055025
PO11 0QQ,50.805253,-0.971384
TN31 7BX,50.954626,0.722101
TR6 0JR,50.344132,-5.15531
TR8 5JA,50.361564,-5.016872
TR8 5AF,50.365876,-4.988537
PL22 0RQ,50.415814,-4.601511
PL14 3RL,50.441055,-4.409399
TQ13 7QU,50.520454,-3.770103
TQ12 1QQ,50.537592,-3.631317
TQ14 8TY,50.55382,-3.492262
BH20 7BN,50.711238,-2.09703
BH15 4NJ,50.718932,-2.012654
BH15 2BA,50.722619,-1.984917
BH14 0JL,50.725355,-1.956879
BH14 9BU,50.728075,-1.929079
BH4 9NJ,50.731481,-1.900962
BH7 6PZ,50.739923,-1.817176
BH23 2BZ,50.742491,-1.788225
BH23 7JQ,50.745817,-1.759948
BH23 4FZ,50.747581,-1.732236
BH23 5RU,50.750767,-1.703429
BH25 6AF,50.757234,-1.648473
SO41 0YE,50.759583,-1.620405
SO41 5SU,50.774129,-1.481485
PO13 9HX,50.802028,-1.19899
PO13 8EJ,50.805,-1.171308
PO12 4PY,50.806913,-1.143515
PO2 8HB,50.813038,-1.086754
PO3 6LE,50.814757,-1.058544
PO19 3FJ,50.838576,-0.805689
PO19 6AD,50.842581,-0.778151
PO20 2GA,50.847107,-0.72137
BN44 3PH,50.883686,-0.327406
BN44 3JD,50.885626,-0.29937
TN21 9EG,50.93473,0.264821
TN28 8JL,50.990521,0.944349
PL26 8FF,50.405404,-4.829597
PL14 4JA,50.452061,-4.469529
DT3 4JY,50.670419,-2.633493
DT2 8FR,50.702012,-2.35336
BH16 5LW,50.737555,-2.018002
BH17 7EJ,50.740551,-1.989532
BH17 8QS,50.743036,-1.962079
BH10 4AW,50.748471,-1.904782
BH9 2EW,50.751458,-1.876978
BH8 0NU,50.754096,-1.848903
BH23 7EE,50.771737,-1.682201
PO14 3JL,50.816665,-1.232073
PO13 0PA,50.821988,-1.176374
PO3 5LF,50.833266,-1.063426
PO10 7JX,50.844149,-0.950459
PO10 8EX,50.846304,-0.923366
PO19 5XU,50.859203,-0.781013
TN22 5XB,50.93603,0.063738
TN21 0SB,50.948111,0.205746
TN32 5BJ,50.971552,0.488129
TN31 6JU,50.981624,0.600031
TN31 7XA,50.992638,0.742441
PL30 4DE,50.441121,-4.697255
PL14 3LW,50.476452,-4.419219
PL17 8AQ,50.493488,-4.281655
PL20 6LW,50.521927,-4.059439
TQ13 7PH,50.549361,-3.83681
EX7 0ND,50.595986,-3.447504
DT1 1RD,50.70992,-2.441864
BH18 8NQ,50.757106,-1.994441
BH11 9EJ,50.766046,-1.909553
SO42 7YU,50.814987,-1.432014
PO16 0SJ,50.839686,-1.180352
PO16 9PT,50.844873,-1.124369
PO6 4RW,50.847366,-1.096269
PO6 3UD,50.85126,-1.067768
PO9 3NX,50.856638,-1.011001
PO9 2BY,50.859289,-0.982529
PO18 0DL,50.877043,-0.786034
TN21 8PF,50.971219,0.257792
TN31 6PP,50.998651,0.597548
TR7 2AJ,50.407448,-5.089544
TR7 2TA,50.411435,-5.061227
PL31 1EZ,50.458115,-4.702957
PL14 6HX,50.472813,-4.590687
PL17 7DP,50.507866,-4.313279
PL20 6LG,50.539046,-4.064699
EX8 1DU,50.616936,-3.423848
EX8 2EJ,50.620447,-3.396219
EX9 6BG,50.630085,-3.313547
DT2 9PX,50.727142,-2.446377
BH21 1TZ,50.778011,-1.970617
BH22 8QB,50.787591,-1.886559
SO42 7AF,50.81869,-1.578134
SO31 9JP,50.846357,-1.297348
PO14 4NE,50.84915,-1.269
PO15 5BU,50.855026,-1.212759
PO16 7YD,50.85787,-1.184225
PO7 5JU,50.87065,-1.043434
PO7 8PN,50.873778,-1.015242
BN6 9GY,50.949133,-0.197526
RH15 9QS,50.953934,-0.140971
RH15 0TJ,50.956865,-0.114013
TN22 2BZ,50.973638,0.08438
TN22 3DL,50.977096,0.11197
TN19 7BG,50.999765,0.396151
TN32 5SP,51.009372,0.507775
TN29 0EB,51.043906,0.933858
TR8 4HP,50.435901,-5.012076
PL31 2PR,50.472307,-4.734972
PL19 8DZ,50.546465,-4.152739
EX8 4PP,50.637372,-3.400779
DT6 4GA,50.711162,-2.759231
DT11 9HB,50.77539,-2.170477
BH21 2ES,50.796429,-1.974777
BH21 2DP,50.798839,-1.948284
BH21 7NF,50.801988,-1.919815
BH22 9JD,50.804483,-1.890846
SO45 4PY,50.85309,-1.414107
SO31 4JW,50.861068,-1.329343
SO31 6WD,50.867225,-1.27319
PO15 6RE,50.869775,-1.24568
PO7 7HZ,50.88872,-1.048325
PO9 6BS,50.896655,-0.962219
RH20 1HA,50.934049,-0.570056
RH20 2QT,50.944602,-0.455953
TN18 4RX,51.02695,0.505915
CT21 4DE,51.07289,1.071269
CT20 2NU,51.079774,1.155832
CT20 1LU,51.081606,1.184775
PL19 0LL,50.563401,-4.157606
TQ13 9TR,50.618463,-3.712669
EX6 8NL,50.645525,-3.490286
EX5 1HE,50.65883,-3.377437
EX9 7BR,50.661916,-3.351153
DT6 6AH,50.724795,-2.79181
DT6 5AX,50.729133,-2.764226
DT6 4LE,50.732251,-2.735371
BH21 7AZ,50.816789,-1.950791
BH24 3AW,50.833944,-1.782473
PO15 7FQ,50.887371,-1.249362
PO8 9SL,50.909162,-1.023543
PO8 0DT,50.91225,-0.996296
PO18 9JA,50.928619,-0.827623
RH20 1AX,50.956393,-0.517087
RH16 3NG,50.994609,-0.094028
RH16 2TE,50.997996,-0.06426
TN20 6UN,51.026226,0.273543
TN18 5DE,51.04727,0.528855
TN26 3TQ,51.068821,0.784298
CT18 7EG,51.099733,1.180421
CT18 7JW,51.101046,1.20937
PL30 4QU,50.511506,-4.719661
TQ13 8SH,50.636448,-3.718357
EX3 0PE,50.669226,-3.439907
EX10 9EJ,50.692928,-3.244244
EX12 2BX,50.711295,-3.076947
EX12 4BU,50.714736,-3.049618
DT7 3RJ,50.725029,-2.964828
DT7 3AG,50.727936,-2.936976
DT6 3JE,50.749044,-2.740467
BH24 1BY,50.851472,-1.788386
SO19 9EY,50.894355,-1.365687
SO19 0RX,50.897492,-1.337959
SO31 1DH,50.900273,-1.31026
PO8 0XS,50.929687,-1.000574
RH16 1RB,51.0122,-0.097313
TN5 7LN,51.053154,0.38505
TN17 4LH,51.067455,0.555123
TN30 6NP,51.078575,0.695916
TN25 7JH,51.094697,0.893912
TN25 6ER,51.103583,1.007542
CT21 4EU,51.10881,1.063577
CT18 7SX,51.114615,1.14922
CT16 1QP,51.127995,1.318867
PL27 7FP,50.514078,-4.83502
PL30 3DB,50.527961,-4.724531
PL15 9PL,50.578229,-4.335756
PL19 0NN,50.59647,-4.196196
EX6 7PU,50.667615,-3.61298
EX6 7YF,50.671302,-3.583515
EX6 8SU,50.680374,-3.500052
EX3 0RB,50.687356,-3.444327
EX24 6JH,50.719628,-3.164922
DT7 3UF,50.74505,-2.942448
DT6 6RQ,50.755108,-2.857792
DT6 5HU,50.764237,-2.773022
DT2 9NU,50.791554,-2.52278
DT11 9QB,50.828701,-2.185736
BH21 6RT,50.860871,-1.877863
SO40 7DW,50.898127,-1.512597
SO14 0BG,50.909106,-1.398655
SO19 7JG,50.911308,-1.371146
SO18 5QY,50.914296,-1.342158
GU29 9QJ,50.971422,-0.75161
GU28 0AZ,50.984706,-0.609296
RH14 9JN,50.998064,-0.46926
RH17 5SP,51.020266,-0.212905
TN22 3HE,51.04215,0.03989
TN6 1US,51.052514,0.15347
TN6 2DP,51.054139,0.182827
TN17 3PS,51.083202,0.522077
TN27 8DN,51.092734,0.635896
TN26 3JD,51.098588,0.720335
CT18 8JB,51.12845,1.089722
CT18 8JU,51.132119,1.146721
CT16 2DQ,51.143075,1.288475
PL28 8TH,50.513386,-4.978606
EX2 8TZ,50.695146,-3.534251
EX2 7SP,50.701181,-3.47837
EX5 2HY,50.711828,-3.393196
EX10 0JX,50.724878,-3.282663
EX11 1QB,50.727273,-3.254334
DT2 9PQ,50.809034,-2.527176
DT11 9PY,50.848645,-2.162449
DT11 8SH,50.855553,-2.106598
BH31 6HT,50.877906,-1.880988
SO40 8WJ,50.91534,-1.515092
SO40 3TH,50.918676,-1.487701
SO15 5PY,50.924258,-1.430743
SO17 1UW,50.927214,-1.403359
SO18 1PJ,50.930175,-1.374624
SO30 3AN,50.933053,-1.346764
GU31 5SL,50.971199,-0.953236
GU29 9RL,50.988595,-0.755016
RH13 9BT,51.025259,-0.358537
TN5 6QU,51.086879,0.349527
TN27 8EL,51.110658,0.631187
TN23 3DW,51.126043,0.829235
TN23 6LY,51.128606,0.859538
TN24 0FA,51.130852,0.888567
TN25 5LH,51.139235,1.001454
CT16 3EX,51.161445,1.285533
PL15 7SA,50.592822,-4.513509
PL15 7QW,50.599126,-4.456681
TQ13 8LA,50.676263,-3.844776
EX2 9ET,50.712803,-3.538779
EX2 4NH,50.716147,-3.510685
EX2 5AP,50.718421,-3.482086
EX11 1TU,50.739004,-3.315985
EX24 6BW,50.757603,-3.147282
EX13 5UN,50.783703,-2.923068
DT8 3JU,50.799522,-2.782813
SO16 8EA,50.941646,-1.435697
SO16 7NW,50.944299,-1.406756
SO50 7DE,50.953393,-1.322704
RH14 0DJ,51.030363,-0.503975
RH13 0LS,51.04412,-0.362974
RH18 5JF,51.075305,0.005745
TN3 9BG,51.10023,0.288184
TN17 1AR,51.113636,0.458877
TN17 2BY,51.123328,0.570666
TN23 4AB,51.146665,0.85486
TN24 8DB,51.148661,0.883813
TN25 5HL,51.15786,0.996211
CT15 5NH,51.179282,1.280105
CT15 5HE,51.180899,1.310818
CT14 8DB,51.187568,1.395347
PL15 0AT,50.627392,-4.379761
EX4 4PA,50.72994,-3.545123
EX4 7AH,50.733556,-3.515681
EX4 8DU,50.736126,-3.48725
EX14 9SH,50.779315,-3.123913
EX13 7LN,50.794883,-2.984377
DT8 3PU,50.817972,-2.788672
DT8 3SG,50.827315,-2.704435
SO16 7JZ,50.962405,-1.412876
SO53 3LG,50.965373,-1.384775
SO50 5NU,50.967536,-1.35578
GU31 4AL,51.008681,-0.932796
GU27 3HG,51.027364,-0.735055
RH12 3NA,51.061299,-0.365982
RH12 1RP,51.063573,-0.33944
RH13 5RX,51.066347,-0.31114
TN7 4JF,51.103558,0.114201
TN2 5XE,51.115092,0.255112
TN24 9BU,51.166102,0.880152
CT14 8JN,51.203721,1.363086
CT14 7QQ,51.205743,1.392432
PL27 6UD,50.576966,-4.913173
PL32 9QH,50.608999,-4.662988
PL15 8JX,50.645278,-4.386083
PL16 0AT,50.661898,-4.24593
EX6 6NG,50.721676,-3.771471
EX5 5EP,50.748186,-3.548713
EX4 0AU,50.757937,-3.46503
EX5 3GZ,50.761599,-3.438062
EX5 2PA,50.767212,-3.380065
TA20 4PY,50.824555,-2.878033
DT9 5QR,50.87209,-2.456984
SO52 9JL,50.977105,-1.445143
SO50 4PY,50.986309,-1.359951
RH12 5PA,51.083258,-0.31432
RH11 9PF,51.09377,-0.200804
RH19 3RQ,51.11347,0.0254
TN3 0BB,51.130562,0.224992
TN4 8YE,51.13315,0.251418
TN2 3PY,51.135395,0.280758
TN2 4BZ,51.137336,0.309303
TN27 0PU,51.177991,0.790444
TN26 1AN,51.179325,0.820689
CT4 6PB,51.206744,1.161245
CT14 9QG,51.223558,1.388528
PL33 9AZ,50.620179,-4.723257
PL16 0JH,50.680077,-4.251498
EX20 2PA,50.721939,-3.916261
EX20 2RE,50.724797,-3.889924
TA20 4QR,50.836305,-2.937426
DT9 5PU,50.885688,-2.489601
DT11 8DX,50.91382,-2.237141
SP5 2DT,50.975585,-1.646971
SO51 8HA,50.990001,-1.505894
SO53 5PF,51.000257,-1.392476
GU33 7BH,51.050232,-0.885161
RH11 0SS,51.109216,-0.234162
RH10 1AY,51.113899,-0.17662
RH10 7TQ,51.117372,-0.149235
RH19 3HQ,51.129084,-0.007362
TN8 7EJ,51.136805,0.078181
TN3 0NP,51.149451,0.219666
TN2 3EF,51.152721,0.276909
TN12 9EN,51.172545,0.502584
TN12 0RT,51.176965,0.561759
TN27 9BX,51.188126,0.703594
EX5 5AR,50.779587,-3.588377
EX14 3JF,50.815551,-3.280575
DT9 6LL,50.895007,-2.579292
SP5 5RR,50.951821,-2.044906
SP5 2NY,50.98637,-1.706854
SO21 2AL,51.023802,-1.339812
SO21 1PQ,51.026617,-1.31301
GU30 7DH,51.075062,-0.803543
GU6 8HR,51.101314,-0.520125
RH11 7GQ,51.129387,-0.209882
RH10 9AD,51.132317,-0.180898
RH10 3FH,51.133882,-0.15335
RH10 3RZ,51.136885,-0.124255
RH19 2PZ,51.141256,-0.066894
TN4 0XB,51.168738,0.243409
TN12 6DH,51.180276,0.387
TN12 9PR,51.185383,0.442831
TN25 4BW,51.219434,0.869732
CT14 0BT,51.254901,1.325754
EX17 1EX,50.790799,-3.648193
TA20 3EH,50.865174,-3.005176
TA20 4AA,50.875315,-2.919381
TA18 8RP,50.884512,-2.83594
TA18 7RB,50.894354,-2.752284
DT10 2EY,50.939239,-2.331144
SP5 2SH,51.010814,-1.654971
RH5 5RL,51.130358,-0.412293
RH5 5JH,51.137937,-0.325738
TN8 7BG,51.179266,0.155152
TN9 2RS,51.188833,0.268785
TN12 9ST,51.205429,0.467744
CT4 8DY,51.246209,0.979467
CT13 0PW,51.27057,1.292041
EX20 3NT,50.753682,-4.101365
EX14 4QW,50.854496,-3.261112
EX14 9ND,50.873047,-3.094629
TA20 4BD,50.893384,-2.925747
TA16 5AD,50.907972,-2.785942
DT9 6RR,50.929904,-2.589146
SO22 5QE,51.05963,-1.350019
SO23 8GJ,51.061841,-1.321363
SO24 0BZ,51.087339,-1.065786
GU6 8GT,51.139756,-0.500461
GU6 7EX,51.142417,-0.472365
RH5 5SS,51.152726,-0.359034
RH6 0AP,51.167184,-0.188294
RH6 9BU,51.170235,-0.159809
TN8 5DA,51.190348,0.066664
TN10 3DB,51.206347,0.265466
TN10 4JL,51.208749,0.29399
TN11 0BS,51.210992,0.322995
ME13 9SB,51.261632,0.946919
CT4 7LR,51.266549,1.004455
CT1 3BH,51.272803,1.089852
CT3 1QJ,51.279513,1.174847
EX22 6UX,50.719099,-4.524555
EX21 5TX,50.753611,-4.244534
EX20 2TB,50.791657,-3.939685
EX15 1TU,50.856194,-3.407525
EX15 1NU,50.859053,-3.380416
TA13 5JW,50.923324,-2.819506
BA22 8UP,50.935585,-2.705942
BA20 2DD,50.941804,-2.649374
BA21 4AZ,50.945079,-2.621322
DT9 4EN,50.954824,-2.536855
DT9 4EL,50.956439,-2.509466
SP5 4HT,51.03422,-1.777245
SP5 3BQ,51.040467,-1.721104
SO21 2FH,51.073743,-1.381711
SO22 6AZ,51.079947,-1.326751
SO21 1EG,51.085672,-1.269316
SO21 1DB,51.087925,-1.240496
GU34 3EQ,51.112957,-0.986326
GU35 9JN,51.121182,-0.900372
GU8 6NN,51.13838,-0.703279
GU6 7PL,51.162111,-0.448431
RH5 5DZ,51.178561,-0.278269
TN8 6FU,51.2077,0.062401
TN11 9LZ,51.22692,0.289193
ME15 9TN,51.245546,0.517279
ME15 9GB,51.247933,0.545411
ME15 8RL,51.250096,0.573949
CT2 9AP,51.28643,1.029822
CT2 8HR,51.289296,1.059157
CT2 7JQ,51.290134,1.087186
CT3 1DX,51.302103,1.227948
EX21 5UW,50.772258,-4.249966
EX20 2AE,50.8101,-3.944197
EX17 6DN,50.826525,-3.805214
EX17 5LL,50.829951,-3.775994
SP8 5SL,50.995318,-2.316598
SP7 8LP,51.007711,-2.204348
SO23 7JT,51.10064,-1.301057
GU34 1SH,51.130335,-0.990991
GU34 3AF,51.136189,-0.934604
GU8 5BY,51.163034,-0.650529
GU5 9EN,51.177271,-0.47984
RH2 8PY,51.2015,-0.225182
RH1 5BU,51.205785,-0.168284
ME18 5JR,51.249998,0.344121
ME18 5HZ,51.254259,0.399687
ME15 6QS,51.263712,0.513613
ME14 4BT,51.268002,0.57072
CT2 9HU,51.306026,1.054202
CT2 0QU,51.311133,1.111759
CT12 5GH,51.330975,1.368088
CT11 0DR,51.332886,1.396288
CT11 8JY,51.334693,1.42596
EX15 3PD,50.91365,-3.222269
TA19 9LD,50.946058,-2.940138
BA22 8QG,50.971432,-2.716016
SP7 9AZ,51.031807,-2.151695
SP2 7GL,51.066685,-1.814951
SP1 1NB,51.069945,-1.786037
SO21 2PS,51.110153,-1.391051
GU34 2SY,51.150718,-0.965983
GU7 2LW,51.18298,-0.626596
GU5 0RD,51.193482,-0.51248
GU5 9EG,51.195768,-0.483196
RH3 7AY,51.21547,-0.258365
RH2 8DP,51.221737,-0.200674
RH8 0RJ,51.240976,0.027429
TN13 1RJ,51.254899,0.196752
TN15 0RA,51.265371,0.310943
ME14 5HU,51.283678,0.538166
ME13 8SY,51.311351,0.880503
ME13 8FX,51.312766,0.907847
CT12 6FA,51.35021,1.392554
CT10 2HF,51.352353,1.423414
EX16 4QD,50.902609,-3.478755
TA3 5SB,50.954693,-3.029218
TA19 9ED,50.966525,-2.917346
BA8 0BS,51.019099,-2.438198
BA8 0EL,51.022903,-2.410047
SP8 4HU,51.036943,-2.269931
SP3 5DE,51.070288,-1.959936
GU34 4PP,51.17701,-0.885526
GU7 2RB,51.200958,-0.630599
GU7 3NP,51.202969,-0.601776
RH4 3LG,51.223736,-0.376073
RH4 3JS,51.226027,-0.345893
RH2 0AP,51.238832,-0.205411
RH1 1DR,51.241422,-0.176224
RH9 8BP,51.251513,-0.063248
RH8 9HT,51.25599,-0.005819
TN13 1XE,51.272732,0.192913
ME20 6PL,51.294766,0.44918
ME20 7GU,51.296618,0.478242
ME9 8BB,51.312743,0.677177
ME13 0QQ,51.329406,0.877244
CT6 7LU,51.348749,1.133311
CT7 0NE,51.35756,1.246674
CT10 3JL,51.370128,1.418762
CT10 3QS,51.372183,1.447109
EX22 7EG,50.79947,-4.463303
EX22 6HF,50.813755,-4.351392
TA3 6RL,50.98389,-2.922874
BA22 7HZ,51.024693,-2.55758
BA9 9PN,51.046651,-2.35846
SP4 6RR,51.105051,-1.795048
SO20 8EP,51.127984,-1.568987
SO20 6ED,51.136213,-1.484798
GU9 8RA,51.202307,-0.804544
GU10 1RE,51.208295,-0.748784
RH1 3AZ,51.262158,-0.152642
RH8 0SB,51.275776,0.018148
TN15 0BS,51.293114,0.218083
TN15 7RB,51.301175,0.304047
ME19 5HX,51.309765,0.416846
ME20 6GZ,51.312277,0.445276
ME10 1EH,51.335992,0.730164
ME10 3BD,51.337802,0.759695
ME13 0QU,51.34641,0.871758
CT5 2LA,51.359901,1.044755
CT5 2RB,51.362082,1.072111
CT6 8LE,51.36429,1.101297
CT6 5SL,51.367247,1.129287
CT6 6SJ,51.368198,1.158321
CT7 9JN,51.379522,1.300506
CT8 8PF,51.381348,1.330348
CT9 5DY,51.384037,1.358101
CT9 1NA,51.385663,1.385965
CT9 3DS,51.387549,1.415792
TA21 0PZ,50.953535,-3.34866
TA3 6QA,51.001906,-2.927008
TA10 9JS,51.021491,-2.757779
BA9 9AR,51.057631,-2.420284
BA9 9NJ,51.060237,-2.392426
SP4 6NL,51.119838,-1.827341
RG25 2QQ,51.193011,-1.093103
GU10 5DU,51.217998,-0.837543
GU9 9RG,51.222058,-0.781407
GU2 7YZ,51.239203,-0.610319
GU1 4UB,51.241384,-0.581177
GU1 2JY,51.243705,-0.55334
GU4 7AB,51.246643,-0.526455
KT20 6TB,51.274229,-0.211843
CR3 5WR,51.284419,-0.098934
CR3 7DP,51.288498,-0.041399
TN15 6TR,51.310693,0.212976
ME6 5DF,51.330155,0.441864
ME5 9LH,51.337043,0.527932
ME8 0NB,51.341709,0.584048
ME10 2JG,51.352666,0.726689
EX23 8AR,50.827474,-4.529638
TA21 0EZ,50.985072,-3.241739
TA4 1EU,50.991085,-3.184317
TA3 5LY,51.006709,-3.045121
TA3 6BL,51.014024,-2.988819
BA12 6LY,51.087806,-2.312018
SP3 4UQ,51.134765,-1.861001
SP4 6AU,51.140449,-1.805366
SP11 7PF,51.168903,-1.520566
GU9 9AT,51.240417,-0.784518
GU12 6PJ,51.245684,-0.727586
GU2 9QE,51.25854,-0.586239
KT23 4DX,51.27667,-0.386079
KT23 4RR,51.280295,-0.359115
KT20 6NX,51.292371,-0.21567
CR5 1JL,51.301169,-0.103134
CR6 9JE,51.304328,-0.074125
CR6 9DS,51.307101,-0.045514
TN16 3LY,51.314677,0.040176
TN14 7NS,51.321409,0.123833
TN15 6JG,51.3336,0.266537
TN15 7PL,51.335506,0.295158
ME5 0JL,51.35497,0.522442
ME8 0RU,51.359654,0.581912
ME8 8LB,51.362239,0.60931
EX20 3DJ,50.898752,-4.115163
TA4 1AJ,51.011708,-3.16315
TA1 5HJ,51.014963,-3.133009
TA1 1UN,51.017985,-3.106117
TA1 2DF,51.021605,-3.078249
TA7 0JP,51.043169,-2.882057
BA12 6SH,51.105082,-2.317919
SP4 7BL,51.157947,-1.808213
SP11 8LD,51.17853,-1.612052
RG28 7PG,51.209545,-1.298179
GU10 5DE,51.249813,-0.875328
GU52 0AE,51.253498,-0.845716
GU11 2PX,51.263607,-0.733651
KT24 5HX,51.291783,-0.420056
KT22 7SW,51.29923,-0.333848
KT21 2GA,51.30235,-0.306249
KT18 6BL,51.304213,-0.278005
KT20 5PB,51.310134,-0.22052
CR8 5JQ,51.319272,-0.107037
DA13 0QH,51.359198,0.34896
ME1 3NT,51.371242,0.491179
ME4 6ED,51.372926,0.519692
ME7 5LR,51.375038,0.548433
ME8 6NX,51.377502,0.576809
ME8 7TW,51.378936,0.606265
EX16 9JZ,50.987434,-3.532742
TA4 1BT,51.028833,-3.167329
TA2 6EB,51.035592,-3.110535
TA2 8QN,51.042996,-3.054824
BA12 6RF,51.122408,-2.321753
BA12 7ET,51.13493,-2.208617
SP3 4TF,51.16726,-1.899296
SP11 8HY,51.20489,-1.530682
SP10 3GZ,51.207099,-1.502805
SP10 1AJ,51.210735,-1.47366
RG28 7JQ,51.224134,-1.33267
RG22 5ND,51.243154,-1.133889
RG22 4ER,51.246582,-1.105417
GU52 7PR,51.270238,-0.849844
GU14 6TT,51.281468,-0.736262
GU24 0BN,51.289782,-0.652081
GU22 9QJ,51.297613,-0.566349
GU23 6DW,51.301344,-0.509441
KT17 4NA,51.325026,-0.252194
SM7 1NQ,51.327471,-0.22404
SM7 3RD,51.330345,-0.19611
CR8 1AT,51.337481,-0.110855
CR2 0HH,51.339922,-0.083444
CR2 8NX,51.342883,-0.05466
BR6 6DB,51.354875,0.088698
BR6 6ER,51.357155,0.117471
DA3 8DY,51.374282,0.316798
ME2 4SQ,51.390933,0.51624
ME7 1JQ,51.392828,0.544664
ME11 5JE,51.408954,0.743843
ME12 3FP,51.413781,0.801736
EX22 7TW,50.898162,-4.406444
EX37 9NA,50.954759,-3.959271
TA4 2TS,51.033971,-3.284405
SP4 8PP,51.194081,-1.818592
SP9 7TY,51.208375,-1.675572
SP10 5ND,51.228694,-1.478095
RG21 4DZ,51.267269,-1.081705
RG24 7BH,51.270144,-1.052109
RG27 9AR,51.274838,-0.99703
GU51 4HN,51.28819,-0.854716
GU51 2RP,51.291608,-0.825833
GU14 8QY,51.296491,-0.768924
GU16 6RF,51.301425,-0.711758
GU24 0NP,51.307224,-0.655673
GU21 2RP,51.309443,-0.626827
GU21 8TE,51.312345,-0.598518
GU21 6NY,51.314046,-0.570371
GU22 7EJ,51.317594,-0.541618
KT11 2HT,51.329786,-0.400248
KT19 7EJ,51.340099,-0.285734
KT17 1JF,51.342637,-0.258431
SM2 7LQ,51.345539,-0.229487
SM2 6NG,51.347783,-0.200853
SM5 4PD,51.350159,-0.171953
SM6 9NY,51.353571,-0.143036
CR2 7BE,51.35797,-0.085592
CR0 5AH,51.362689,-0.028539
BR4 9HB,51.365074,-0.000524
BR2 7AE,51.367931,0.027342
BR6 8AF,51.37288,0.085161
BR5 4LF,51.374892,0.112312
DA3 7DL,51.392067,0.312407
ME2 3QS,51.406007,0.484153
ME2 4JX,51.408856,0.511659
ME3 9LQ,51.413705,0.569281
ME12 2NP,51.431554,0.798464
EX38 7PA,50.951778,-4.132449
EX37 9BG,50.971729,-3.964657
TA4 2UA,51.047916,-3.317775
TA2 8HX,51.070375,-3.120859
BA6 8LU,51.123911,-2.64208
BA4 6TX,51.131316,-2.584717
BA12 0ED,51.182501,-2.106794
SP11 6ED,51.250856,-1.426263
RG24 9PX,51.285043,-1.085944
GU14 9DB,51.314447,-0.773853
GU24 9EY,51.327226,-0.630301
KT14 6AQ,51.337365,-0.516298
KT9 2BZ,51.358939,-0.28944
KT19 0ET,51.360381,-0.260357
SM1 2TY,51.366001,-0.203156
SM1 3QB,51.367427,-0.176135
CR0 4XL,51.373547,-0.119569
CR0 6SR,51.375692,-0.090413
CR0 7LN,51.378563,-0.062057
BR2 8EE,51.388594,0.052331
BR5 1JX,51.390439,0.081793
BR5 3QT,51.39327,0.109088
BR8 7WB,51.397873,0.166275
DA4 9AP,51.404488,0.251392
DA13 9NE,51.409703,0.309673
DA12 4PN,51.416058,0.39495
ME3 7HA,51.423561,0.481264
ME3 9NT,51.433483,0.593786
EX23 9PR,50.923023,-4.502487
TA22 9DP,51.040139,-3.548588
TA7 0EW,51.111154,-2.930436
BA16 0AJ,51.132496,-2.731379
BA6 8FH,51.138656,-2.674388
BA6 8NL,51.141989,-2.647891
BA4 6EL,51.161126,-2.47744
SP9 7WT,51.246057,-1.656814
SP11 9PB,51.252728,-1.601524
RG24 9LH,51.299284,-1.117289
GU17 9AD,51.331489,-0.777473
GU15 3QD,51.334565,-0.74943
GU15 2BT,51.337675,-0.720217
GU24 8BY,51.347621,-0.606029
GU24 8HR,51.350475,-0.577107
KT13 0HG,51.363144,-0.435902
KT12 5EZ,51.365358,-0.407326
KT12 4LL,51.367959,-0.380062
KT9 1UF,51.374088,-0.321626
KT6 7QD,51.375459,-0.293313
KT4 8JJ,51.381173,-0.237611
SM3 9JU,51.383108,-0.208048
CR0 3BB,51.391128,-0.122399
CR0 2HR,51.393609,-0.093911
SE25 4XU,51.395973,-0.06585
BR3 3HJ,51.398322,-0.037861
BR2 0LX,51.400441,-0.008859
BR1 3EW,51.402628,0.019948
BR1 2NY,51.405233,0.049078
BR7 5SB,51.407601,0.077008
BR5 3EG,51.41094,0.104626
DA14 5BE,51.413804,0.134178
DA11 8JG,51.430011,0.334104
DA11 7NE,51.432536,0.362088
DA12 2JQ,51.434385,0.391506
